sentence1	sentence2	label
Gatting 's brother is the former England cricketer Joe Gatting , and his son Mike Gatting is currently a cricketer for Hampshire .	The brother of Gatting is former English cricketer Joe Gatting , and his son Mike Gatting is currently a cricketer for Hampshire .	1
It is bounded by Caoayan and the municipalities Vigan City , San Vicente , Santa Catalina and Sto .	It is bounded by Caoayan and the municipalities of Vigan City , San Vicente , Santa Catalina and Sto .	1
"On all tracks , except Teddy Gentry on "" Clear Water Blues "" and Randy Owen on "" This Love ' ; s on Me "" , are lead lead vocals by Jeff Cook ."	"Lead vocals by Jeff Cook on all tracks , except Teddy Gentry on "" Clear Water Blues "" and Randy Owen on "" This Love 's on Me "" ."	1
The Flushing Line was opened from 40th Street to Queensboro Plaza -- Corona Plaza on April 21 , 1917 , with a local station at 103rd Street .	The Flushing Line was opened on 21 April 1917 from 40th Street to Queensboro Plaza -- Corona Plaza , with a local station on 103rd Street .	1
His current research explores the impact of Jewish ideas and stories on Islamic sources .	His current research explores the influence of Jewish ideas and stories on Islamic sources .	1
As Secretary of the Archbishop of Split , he went to Hungary and through Zagreb in 1503 to Venice .	As a secretary of the archbishop of Split he went to Hungary , and in 1503 through Zagreb to Venice .	1
"Roy Beisswenger and Marino Boric described the design 2015 in a review as "" elegant "" and "" elegant "" ."	"Reviewers Roy Beisswenger and Marino Boric described the design in a 2015 review as "" elegant "" and "" sleek "" ."	1
Amata hyalota is a kind of moth of the family Erebidae It is found in Australia ( Queensland ) .	Amata hyalota is a species of moth of the family Erebidae . It is found in Australia ( Queensland ) .	1
She was born in 1963 in Da Lat , to a French father and a Vietnamese mother .	It was born in Da Lat in 1963 , to a French father and a Vietnamese mother .	1
There are formula 72 null hypotheses for the correct order of all 4 means The significance level of each hypothesis is Formula 73 .	There are formula _ 72 null hypotheses for the correct ranking of each 4 means . The significance level of each hypothesis is formula _ 73	1
The Piatra Caprei River is a tributary of the Sâmbăta River in Romania .	The River Piatra Caprei is a tributary of the Sâmbăta river in Romania .	1
Duporth Holiday Village ( also Duporth ) was situated on Porthpean Road , just outside St Austell in south Cornwall , England , UK .	Duporth ( also Duporth Holiday Village ) was on Porthpean Road , just outside St Austell in South - Cornwall , England , UK .	1
Danny Kortchmar played guitar , Charles Larkey played bass and Gordon played drums with Lou Eagler .	Danny Kortchmar played guitar , Charles Larkey played bass and Gordon played drums with Lou Adler producing .	1
Heysi Villarreal ( born 26 August 1986 in Havana , Cuba ) is an Olympic and national record holding swimmer from Cuba .	Heysi Villarreal ( born August 26 , 1986 in Cuba ) is an Olympic and a national record swimmer from Havana .	1
Indonesian dumplings were influenced and brought by Chinese immigrants to Indonesia .	Indonesian dumplings were influenced and brought to Indonesia by Chinese immigrants .	1
In his memoirs , like popular historians such as Vicente Fidel López , he claims that it was exclusively a product of the liberal initiative .	Saavedra claims in his memoirs , as do popular historians like Vicente Fidel López , that it was exclusively a product of the liberal initiative .	1
Meanwhile , ASHRAE 189.1 , the first of a generation of codes for sustainable construction , defines daylight zones and requires control of daylight extraction .	Meanwhile , ASHRAE 189.1 , the first of a generation of sustainable construction codes , defines daylight zones and requires daylight harvesting control .	1
He was born and grew up in Podgorica ( now Titograd ) in a family of musicians .	He was born in Podgorica ( now Titograd ) and grew up in a family of musicians .	1
"It is divided in four "" taulkas "" : Khanpur , Lakhi , Garhi Yasin and Shikarpur ."	"It is divided into four "" Taulkas "" : Shikarpur , Lakhi , Garhi Yasin and Khanpur ."	1
Stenolechia zelosaris is a moth of the family Gelechiidae . It is found in Assam ( India ) .	Stenolechia zelosaris is a moth from the family of gelechiidae , which is found in India ( Assam ) .	1
Pablo Cuevas won the title by defeating Top - Top - Máximo González at 6 -- 4 , 6 -- 3 in the final .	Pablo Cuevas won the title , by defeating top seed Máximo González 6 -- 4 , 6 -- 3 in the final .	1
"If the programmer does not provide a constructor for an instantiable class , a "" default constructor will be provided in most languages ."	"If the programmer does not provide a constructor for an instantiable class , most languages will supply a "" default constructor "" ."	1
His father has called him Ali , and his nickname was Murtaza .	His father called him Ali and his nickname was Murtaza .	1
Besides Quintin , they had five children : Lucy , Phillip , Juan , Patrick and Willie .	They had five children besides Quintin : Lucy , Phillip , Juan , Patrick and Willie .	1
With the help of Karen , he builds the horn and takes the identity of Herald .	With the help of Karen , he built the horn and takes the identity of Herald .	1
The Stiniș River is a tributary of the Olt River in Romania .	The Stini - River is a tributary of the Olt river in Romania .	1
Their daughter Lady Montagu Corry married Henry Lowry-Corry and was the mother of Harriet Anne , 1st Baron Rowton .	Her daughter Lady Montagu Corry married Henry Lowry-Corry and was the mother of Harriet Anne , 1st Baron Rowton .	1
NY 104 follows the Ridge Road east of the village of Lewiston through a sparsely populated area of Niagara County .	East of Lewiston village , NY 104 follows Ridge Road through a sparsely populated area of Niagara County .	1
The field also included 1928 Olympian ( and 1932 Olympic champion ) John Anderson of Cornell , and future world record holder Paul Jessup of Washington .	The field also included Olympian ( and in 1932 Olympic champion ) John Anderson of Cornell in 1928 and future world record player Paul Jessup of Washington .	1
He has also small but long ears like a mouse .	He also has small but long ears like a mouse .	1
On 1 November 2017 , Yuri Alberto was promoted to the main team by the interim manager Elano .	On 1 November 2017 , Yuri Alberto was promoted to the main squad by interim manager Elano .	1
Jack Cross was a comic book series written by Gary Erskine and drawn by Warren Ellis . It was first published by DC Comics in 2005 .	Jack Jack Cross was a comic series written by Gary Erskine and drawn by Warren Ellis . It was first published by DC Comics in 2005 .	1
In reality , Danny Greene was not present when Nardi was murdered .	In reality , Danny Greene was not present when Nardi was assassinated .	1
"In his retirement , MacDonald wrote the "" Macdonald dictionary of Canterbury - Biographies "" , a collection of 12,000 biographies run by the Canterbury museum ."	"In his retirement , Macdonald compiled the "" MacDonald dictionary of Canterbury biographies "" , a collection of 12,000 biographies held by the Canterbury Museum ."	1
Eunice Smith married Ossman and had three children , Vess Jr. , Raymond and Annadele .	Eunice Smith married Ossman and they had three children , Vess Jr. , Raymond , and Annadele .	1
The Three Sisters Islands are islands that lie off the south coast of Goat Island The islands are part of Niagara Falls , New York .	The Three Sisters Islands are islands which lie off the south shoreline of Goat Island . The islands are part of Niagara Falls , New York .	1
After the closure of the North Australia Railway in December 1974 , the remaining 10 NTs were transferred to the Central Australian Railway .	Following the closure of the North Australia Railway in December 1974 , the remaining 10 NTs were transferred to the Central Australian Railway .	1
Iosco County is a civil township of Baldwin Township in the U.S. state of Michigan .	Iosco County is a civil community of Baldwin Township in the U.S. state of Michigan .	1
Matsumoto played before for Kyoto Purple Sanga , Shonan Bellmare and Tokushima Vortis .	Matsumoto previously played for Kyoto Purple Sanga , Shonan Bellmare and Tokushima Vortis .	1
It was premiered on 30 September 2012 at the Borneo Eco Film Festival as it was the first time shown in Borneo .	It was premiered at the Borneo Eco Film Festival on September 30 , 2012 , because it was first shown in Borneo .	1
Tampa became less important when several digger projects made the port of Tampa accessible to all shipping .	Tampa became less important when several dredging projects made the Port of Port Tampa accessible to all shipping .	1
Incorporated in 1889 , the city is lies along the Nehalem River and Nehalem Bay near the Pacific Ocean .	The city is located in 1889 , along the Nehalem River and Nehalem Bay , near the Pacific Ocean .	1
After the purchase in 1948 by the son of Robert Lorimer , the sculptor Hew Lorimer , this later became a permanent family home .	This later became the permanent family home , after purchase in 1948 by Robert Lorimer 's son , the sculptor Hew Lorimer .	1
The game created a 32 - digit alphanumeric password after successful completion of a level , which was also unique to the player 's name in order to allow for a later resumption .	The game created a 32 digit alphanumeric password after a successful completion of a level , which was unique also to the player name , to allow later resumption .	1
In contrast , dry years are often associated with cold Pacific La Niña episodes .	By contrast , dry years are often associated with cold Pacific La Niña episodes .	1
As playing fields were sold near the school , Fender Field was later developed .	As playing fields nearer the school were sold , Fender Field was later developed .	1
Morton W. MacAuley , usually known as M. W. MacAuley , was a politician in Edmonton and a municipal council in Alberta , Canada .	Morton W. MacAuley , usually known as M. W. MacAuley , was a politician in Edmonton and a municipal councillor in Alberta , Canada .	1
Faiyaz Ali Khan was at Sir Muhammad Faiz Ali Khan in 1851 .	Faiyaz Ali Khan was to Sir Muhammad Faiz Ali Khan in 1851 .	1
He ended this practice because of the difficulty of distinguishing between ethnographic works and original arrangements and between main and side works .	He ended this practice because of the difficulty of distinguishing between ethnographic works and original arrangements , and between major and minor works .	1
In 2004 , Barclaycard took over the sponsorship of Barclays ' Premier League .	Barclaycard took over sponsorship of the Premier League from Barclays in 2004 .	1
"In 1987 , Paul Conn wrote his autobiography with Jack , "" Eckerd : Finding the Right Prescription "" ."	"Paul Conn wrote his autobiography in 1987 with Jack : "" Eckerd : Finding the Right Prescription "" ."	1
With a fourth and a third place , while Trinity were in the bottom half .	With a fourth and a third place , while Trinity were in the lower half .	1
Barrai is a village in the Bhopal district of Madhya Pradesh , India . It is located in Berasia tehsil .	Barrai is a village in the Bhopal district of Madhya Pradesh , India . It is located in the Berasia tehsil .	1
The mesoscopic weighting function at wavelength formula _ 1 can be written as the weighted sum ,	The mesoscopic weighting function at the wavelength formula 1 can be written as the weighted sum ;	1
Pearland ISD serves most of the city of Silverlake , the city of Pearland , and unincorporated areas in Brazoria County ( including Brookside Village ) .	Pearland ISD serves most of the city of Silverlake , the city of Pearland and unregistered territories in Brazoria County ( including Brookside Village ) .	1
Mayer married Damian Smith in January 2001 .	In January of 2001 , Mayer married Damian Smith .	1
In 2001 , two new large sports facilities were opened : the Ralph Engelstad Arena and the Alerus Center .	Two new , large sports venues opened in 2001 : the Alerus Center and the Ralph Engelstad Arena .	1
"Where "" r "" the annual rate , "" i "" is the periodic rate and "" n "" the number of connection periods per year ."	"Where "" r "" is the annual rate , "" i "" the periodic rate , and "" n "" the number of compounding periods per year ."	1
When Hill died in 1936 , Fletcher was appointed to fill the vacancy until a successor could be elected .	When Hill died in 1936 , Fletcher was appointed to fill up the vacancy until a successor could be elected .	1
Dewalkheda is a village in the Bhopal district of Madhya Pradesh , India . It is located in the Berasia tehsil .	Dewalkheda is a village in the Bhopal district of Madhya Pradesh , India . It is located in Berasia tehsil .	1
Bone and stone artefacts similar to those found at Kunda have been discovered elsewhere in Estonia , as well as in Latvia , northern Lithuania and southern Finland .	Bone and stone artefacts similar to those found in Kunda have been discovered throughout Estonia , as well as in Latvia , Northern Lithuania and Southern Finland .	1
Edward married Mary Letitia Stawell ( 1870 -- 3 November 1938 ) , daughter of Sir William Stawell KCMG , on 14 May 1890 . Their children included :	Edward married Mary Letitia Stawell on May 14 , 1890 ( 1870 - November 3 , 1938 ) , daughter of Sir William Stawell KCMG .	1
Blackburn was called up to the Atlanta Braves to make his major league debut on July 1 , 2017 , against the Oakland Athletics .	Blackburn was called to the Atlanta Braves on 1 July 2017 to make his main league debut against the Oakland Athletics .	1
Karthik is the brother of the actress Sridevi and nephew of the actress Maheswari .	Karthik is the brother of actress Sridevi and the nephew of actress Maheswari .	1
Earl of Selkirk is a title in the Peerage of Scotland , whose descent is subject to unique ( and unusual ) provisions .	Earl of Selkirk is a title in the Peerage of Scotland . Its descent is subject to unusual ( and unique ) provisions .	1
The distributions of Rihaczek and Choi -- Williams are examples of class distributions of affine invariant Cohen .	The Rihaczek and Choi -- Williams distributions are examples of affine invariant Cohen 's class distributions .	1
Dyson died on board a ship while travelling from England to Australia in 1939 and was buried at sea .	Dyson died on board a ship when he was travelling to Australia from England in 1939 and was buried at sea .	1
On the runway , she has walked for Lacoste , Michael Kors , Valentino , Fendi , Jason Wu , Altuzarra , and Alexander Wang among others .	On the runway she went among others for Lacoste , Michael Kors , Valentino , Fendi , Alexander Wang , Altuzarra and Jason Wu .	1
El Marsa District is a district of the province Chlef , Algeria .	El Marsa District is a district of Chlef Province , Algeria .	1
He currently lives in Ridgefield , Connecticut , with his wife Cynthia . He has four children : Lindsay , Heather , Jason , and Rebecca .	He lives in Ridgefield , Connecticut with his wife Cynthia , and has four children : Jason , Heather , Lindsay and Rebecca .	1
Blackridge is a community in the eastern Allegheny County and is a suburb of Pittsburgh , Pennsylvania .	Blackridge is a community in eastern Allegheny County and is a suburb of Pittsburgh , Pennsylvania .	1
Van Hoof was born in Antwerp , was a student of Peter Benoit and was influenced by the works of Paul Gilson .	Born in Antwerp , Van Hoof was a pupil of Peter Benoit and was heavily influenced by the works of Paul Gilson .	1
The diocese of Southern Leyte includes the whole province of Maasin , including six municipalities southwest of Leyte .	The diocese of Southern Leyte comprises the whole province of Maasin including six municipalities southwest of Leyte .	1
For a given value of a hyperbolic function , the corresponding inverse hyperbolic function returns the corresponding hyperbolic angle .	For a given value of a hyperbolic function , the corresponding inverse hyperbolic function provides the corresponding hyperbolic angle .	1
A few years later it failed again , but soon opened again .	It failed again a few years later but soon reopened again .	1
""" All Along the Watchtower "" was released in 2002 and remixed on The Paperboys ' greatest hits album "" Tenure "" ."	""" All Along the Watchtower "" was released in 2002 and remixed on The Paperboy 's greatest hits - Album "" Tenure "" ."	1
The album was released on May 2 , 2006 under Vinnie Paul 's own label Big Vin Records , posthumously after Dimebag 's assassination in December 2004 .	The album was released on May 2 , 2006 , under Vinnie Paul 's own label Big Vin Records , posthumously after Dimebag 's murder in December 2004 .	1
Psilochilus is a genus of flowering plants from the orchid family , Orchidaceae . It is native to South America , Central America , Mexico and the West Indies .	Psilochilus is a genus of flowering plants from the orchid family , Orchidaceae , which is home to Mexico , Central America , South America and the West Indies .	1
Jason played youth football in the same league his brother Aaron did Humble Area Football League HAFL	Youth Jason played youth football in the same league which his brother Aaron Humble Area Football League HAFL did	1
"He completed formal koan study in 1988 with Yamada Koun and received the dharma name Tetsu-un , "" Wisdom Cloud "" ."	"He finished a formal Koan study with Yamada Koun in 1988 and received the Dharma name Tetsu-un , "" Wisdom - Cloud "" ."	1
For scalar fluctuations , formula _ 9 is referred to as the scalar spectral index , with formula _ 10 corresponding to scale invariant fluctuations .	For scalar fluctuations , Formula 9 is referred to as a scalar spectral index , with the formula 10 corresponding to scaleninvariant fluctuations .	1
In 1810 , Madison was laid and relocated , and the first lots were sold by John Paul in 1811 .	Madison was laid out and platted in 1810 , and the first lots were sold in 1811 by John Paul .	1
The River Titimoiu is a tributary of the Ceapa River in Romania .	The Titimoiu River is a tributary of the Ceapa River in Romania .	1
Conotalopia mustelina is a species of sea snail , a top gastropod mollusk in the Trochidae family , the navy snails .	Conotalopia mustelina is a species of sea snail , a top gastropod mollusk in the family Trochidae , the marine snails .	1
On the runway she went among others for Lacoste , Michael Kors , Valentino , Fendi , Alexander Wang , Altuzarra and Jason Wu .	On the runway she went among others for Lacoste , Michael Kors , Valentino , Fendi , Jason Wu , Altuzarra and Alexander Wang .	1
He spoke throughout East Asia and Ghana in 1958 , and in 1961 in Northern and Western Europe .	In 1958 he spoke throughout East Asia and in Ghana , and in 1961 in Northern and Western Europe .	1
See the article on the full history of French for phonological details .	For phonological details see the article on the whole history of French .	1
Moreover , many Angika speakers have emigrated to the Persian Gulf , the United Kingdom , the United States , Canada and other countries .	Moreover , many Angika speakers in the Persian Gulf , the United Kingdom , the United States , Canada , and other countries have emigrated .	1
Cypress County is served by the Federal Electoral Division of MHCW and represented in the Canadian House of Commons by the Conservative MEP GLEN MOTZ .	Cypress County is served by the Federal Electoral Division of MHCW and represented in the Canadian House of Commons by Conservative MP GLEN MOTZ .	1
She was the first professional female painter and the first feminist writer in Korea .	She was the first female professional painter and the first feminist writer in Korea .	1
It is located at the southern end of the Great Dividing Range , to the west of the Monaro Range , and is west of the Wadbilliga National Park .	It is located at the southern end of the Great Dividing Range , west of the Monaro Range , and is west of the Wadbilliga National Park .	1
New teaching sites were opened in the 1990s in Alessandria , Biella , Ivrea , Mondovì and Vercelli .	In the 1990s , new teaching campuses were opened in Ivrea , Mondovì , Biella , Alessandria and Vercelli .	1
Olaf Petersen is played by Mark Williams in the television series .	Olaf Petersen is played in the television series of Mark Williams .	1
Khun Wichitmatra wrote the lyrics of the Thai National Anthem in 1934 , two years after the anthem was first written by Chan Kamwilai .	In 1934 , Khun Wichitmatra wrote the texts of the Thai national anthem , two years after the anthem was written by Chan Kamwilai .	1
She has been a Senior Policy Advisor and National Spokesperson with the 2008 John McCain presidential campaign and political commentator on MSNBC , CNN and Fox News .	She was a senior policy adviser and national spokesperson with the 2008 John McCain presidential campaign and political commentator on Fox News , CNN , and MSNBC .	1
The film was shot on location in Munich and Bavaria and at the Bavaria Studios in Austria .	The film was shot on site in Munich and in Bavaria and at the Bavaria Studios in Austria .	1
This second iteration of the WiFI module reduced the size by 60 % and increased processing speed by 300 % .	This 2nd iteration of WiFI Module reduced the size by 60 % and increased the processing speed by 300 % .	1
Buffham joined the National Security Agency in 1949 and went on to the newly formed Armed Forces Security Agency in 1952 .	In 1949 , Buffham joined the National Security Agency and moved on to the newly established Armed Forces Security Agency in 1952 .	1
"Marans was famous until the early twentieth century for the "" local bean of Marans "" and its fairs in honour of these specially red beans ."	"Until the early twentieth century , Marans was famous for the "" local bean of Marans "" and its fairs in honor of these especially red beans ."	1
James the Fat would never return to his native Scotland . He remained an exile in Ireland until his death . His widowed mother and sister remained in Scotland .	James the Fat would never return to his native Scotland , he would remain in Ireland until his death , his widowed mother and sister remained in Scotland .	1
The Marignane is located at Marseille Airport in Provence .	The Marignane is located in Marseille Provence Airport .	1
When comparable flow rates can be maintained , the results are high .	When comparable rates of flow can be maintained , the results are high .	1
Chuck Aber finally faces his fears , with the aid of Daniel and Lady Aberlin .	With the help of Daniel and Lady Aberlin , Chuck Aber finally faces his fears .	1
The director Amir Yatsiv and the film critic Larysa Malyukova discussed the rare genre of the animated documentary film .	A film director Amir Yatsiv and film critic Larysa Malyukova discussed the rare genre of the animated documentary .	1
In 1033 , he rejected his first wife , Helie of Semur , and married her in 1048 . Robert and Helie had five children :	He repudiated his first wife , Helie of Semur , about 1033 , and married her in 1048 . Robert and Helie had five children :	1
"Kippi first appeared on "" Rechov Sumsum "" in 1983 , and he also appeared on "" Shalom Sesame "" , a bilingual 1986 Israel-US co-production ."	"Kippi appeared for the first time in 1983 on "" Rechov Sumsum "" , and he also appeared on "" Shalom Sesame "" , a bilingual Israel-US - co-production from 1986 ."	1
The Hlynur is by its nature harmless but defensive .	The Hlynur is harmless by nature , but defensive .	1
Ammonia-based processes do not allow recovery of the pulping chemicals since ammonia or ammonium salts are oxidized to nitrogen and nitrogen oxides when burned .	Ammonia-based processes do not allow recovery of the pulp - chemicals because ammonia or ammonium salts are oxidized when burned to nitrogen and nitrogen oxides .	1
