source,reference,prediction,bleu_vs_reference,rougeL_f1_vs_reference,lexical_diversity_vs_source,inverse_bleu_vs_source,length_ratio_vs_reference,semantic_similarity_vs_source
They came to Russia from Poland in the 18th century  and their language contains Russian  German and Polish words,They came to Russia in the 18th century from Poland  and their language includes Russian  German  and Polish words,"They migrated from Poland to Russia in the 18th century, speaking languages that include Russian, German, and Polish.",0.23293261526172027,0.7027027027027027,0.6666666666666667,0.920847436120477,0.9473684210526315,0.9102709293365479
He received official Mongol recognition as the ruler of Burma in March 1298,In March 1298  he received official Mongolian recognition as the ruler of Burma,He was officially recognized as the ruler of Burma by the Mongols in March 1298,0.3388714363186176,0.5,0.5,0.6611285636813824,1.1538461538461537,0.9574004411697388
"For example  in Ngapoi  "" Ngapoi Ngawang Jigme "" was his family name and "" Nga-Wang Jigmê "" his personal name","In Ngapoi  Ngapoi Ngawang Jigme ""  for example  was his family name and "" Nga - Wang Jigmê "" his personal name","For instance, in Ngapoi, ""Ngapoi Ngawang Jigme"" was his surname, while ""Nga-Wang Jigmê"" was his given name.",0.023856519958101785,0.6666666666666666,0.8,0.9746980597405013,0.7727272727272727,0.9368014335632324
Born in North Carolina  he grew up in Texas and played for a local Dallas team named C    Independiente under the chief coach Jose Antonio Radilla,Gonzalez was born in North Carolina  He grew up in Texas and played for a local Dallas team named C    Independiente under head coach Jose Antonio Radilla,"Born in North Carolina, he grew up in Texas and played for a local Dallas team called C-Independiente with coach Jose Antonio Radilla.",0.48970561557658243,0.8627450980392156,0.4516129032258065,0.48853319450477106,0.8214285714285714,0.9777253866195679
Since he had taken Johnny 's shot for him  it is the turn of Brad now,Since he had taken Johnny 's shot for him  it is now Brad 's turn,"Since he took Johnny's shot for him, it's Brad's turn now",0.0433699328739765,0.7586206896551724,0.7142857142857143,0.9603988832276584,0.7333333333333333,0.973557710647583
Ross was originally imprisoned at North Point  then marched to Habu Dockyard and finally shipped to Innoshima where he worked at Sham Shui Po Barracks for Osaka Ironworks,Originally  Ross was imprisoned in North Point  then marched to Habu Dockyard  and finally shipped to Innoshima  where he worked for Osaka Ironworks in Sham Shui Po Barracks,"Ross was initially imprisoned at North Point, then marched to Habu Dockyard, and eventually shipped to Innoshima where he served at Sham Shui Po Barracks for Osaka Ironworks",0.36514837167011077,0.7142857142857143,0.32258064516129037,0.4742815611419765,1.0,0.9884980916976929
""" Chuck Versus the Wedding Planner "" was directed by Anton Cropper and is written by Rafe Judkins and Lauren LeFranc",""" Chuck Versus the Wedding Planner "" was written by Rafe Judkins and Lauren LeFranc and directed by Anton Cropper",""" Chuck Versus the Wedding Planner "" was produced by Anton Cropper and penned by Rafe Judkins and Lauren LeFranc",0.6608372989865366,0.6666666666666666,0.25,0.3268592224826953,1.0,0.9267011880874634
This may be caused by the loss of three different additional genes  each of which has different effects  resulting in three types of syndrome,This may be caused by the loss of three different genes  each of which has different effects  resulting in three types of syndrome,"This could result from the loss of three distinct genes with varying impacts, leading to three forms of syndrome.",0.1221043509844431,0.42857142857142855,0.8064516129032258,0.8841560025827848,0.8260869565217391,0.9396328926086426
Stenoma relata is a moth of the Depressariidae family  which is found in Amazonas ( French - Guiana  Brazil  and in Peru,Stenoma relata is a moth of the Depressariidae family  It is found in French Guiana  Brazil ( Amazonas  and Peru,"Stenoma relata belongs to the Depressariidae family, found in Amazonas (French-Guiana, Brazil, and Peru)",0.03662395773133831,0.7058823529411765,0.6923076923076923,0.9393322498667076,0.7,0.9232497215270996
For shopping  there is a Russian market and a similar Russian market in Pakistani blocks,For shopping there is Russian Market and a similar Russian Market in Pakistani blocks,"For shopping, there's a Russian market and another similar Russian market in Pakistani areas.",0.3759663529467017,0.7586206896551724,0.5,0.5742889133115578,1.0,0.9441803693771362
The Commission was led first by George Bowers  then Marshall McDonald  George Brown Goode  and finally Spencer F. Baird,The Commission was first chaired by George Bowers  then Marshall McDonald  George Brown Goode  and finally Spencer F. Baird,"The Commission was initially led by George Bowers, followed by Marshall McDonald, George Brown Goode, and finally Spencer F. Baird.",0.21576146358278564,0.8205128205128205,0.5,0.7798775155094532,1.0526315789473684,0.9734982252120972
Winner effects were shown when established non-experienced chicks were placed against dominant chicks in a study by Drummond,Winners - Effects were shown when established non-experienced chicks were placed in a study by drummond against dominant chicks,Winner effects were observed when established non-experienced chicks were placed against dominant chicks in a Drummond study.,0.37916211129533023,0.7027027027027027,0.2777777777777778,0.33189174305033264,0.8947368421052632,0.9868108630180359
In June 2011  Linda Beecher married Finch at Dartmoor National Park,Finch married Linda Beecher on Dartmoor National park in June 2011,"In June 2011, Linda Beecher tied the knot with Finch at Dartmoor National Park",0.10743014571163138,0.4,0.4375,0.6592193532918652,1.2727272727272727,0.8833197355270386
She moved to BBC News in Ireland within a couple of years and became the Belfast producer for BBC National news,Within a few years she moved to BBC News in Ireland and became Belfast Producer for BBC National News,She relocated to BBC News in Ireland within a few years and took on the role of Belfast producer for BBC's national news program,0.3259889346257788,0.5909090909090909,0.3846153846153846,0.6443524858736873,1.263157894736842,0.9780604243278503
In 1964  Igor married Moskvin Tamara Nikolayevna Bratus,Tamara Nikolayevna Bratus married Igor Moskvin in 1964,"In 1964, Igor married Tamara Nikolayevna Bratus, known as Moskvin",0.05873949094699214,0.4444444444444445,0.5,0.930146579434199,1.25,0.973157525062561
The Limbăşelu River is a tributary of the Cenușeroaia River in Romania,The river LimbÄ Å elu is a tributary of the River Cenué eroaia in Romania,The Limbăşelu River flows into the Cenușeroaia River within Romania,0.019142013845510463,0.5384615384615384,0.6153846153846154,0.8505208993386657,0.6666666666666666,0.9642482995986938
Be ready to get online with the hottest downloads on Mobbed on  Downunder and Mobile,Be prepared to get Mobbed on air  downunder and on mobile with the hottest downloads online,Be prepared for the latest downloads available on Mobbed in Australia and Mobile,0.03689108023863699,0.3448275862068966,0.65,0.954176511097695,0.8125,0.7798072099685669
Georges Braque  a resident of Montmartre  attended the Bateau Lavoir at that time and exhibited with Metzinger at the Berthe Weill Gallery,A resident of Montmartre  Georges Braque frequented the Bateau Lavoir at this time and exhibited with Metzinger at the Berthe Weill gallery,"Georges Braque, who lived in Montmartre, attended the Bateau Lavoir during that period and exhibited alongside Metzinger at the Berthe Weill Gallery.",0.24338218459022268,0.5909090909090909,0.5862068965517242,0.6929742813776592,1.0,0.9798582792282104
The first section was open on December 15  1907 from Pasco to the west of Cliffs ( near Maryhill   a length of  opened,The first section to open was from Pasco west to Cliffs ( near Maryhill   a length of  on December 15  1907,"The initial segment was accessible on December 15, 1907, extending from Pasco to the western part of Cliffs (near Maryhill), covering a distance of",0.02975858216526934,0.45454545454545453,0.696969696969697,0.8527178727587538,1.1428571428571428,0.8798309564590454
Elinor had also privately told Do that she had read her letters to Julia,Elinor had also told Do privately that she had read their letters to Julia,Elinor had privately informed Do that she had read Julia's letters,0.23507577637023097,0.6153846153846153,0.4666666666666667,0.6728735233701094,0.7857142857142857,0.9841897487640381
Born in Warsaw  he was a child prodigy on the piano in Łuck and then went to Warsaw Conservatory,He was born in Warsaw  was a wonder child on the piano in Łuck and then went to the Warsaw Conservatory,"Born in Warsaw, he was a child prodigy on the piano in Łuck before attending the Warsaw Conservatory.",0.2569984870940298,0.717948717948718,0.4285714285714286,0.46921064246376654,0.8571428571428571,0.978762149810791
He considers C. S. Lewis a negative influence and has accused Lewis of featuring emotional propaganda  misogyny  racism  and religious sadism in his books,He considers C. S. Lewis to be a negative influence and has accused Lewis of pointing out in his books emotional propaganda  misogyny  racism and religious sadism,"He views C. S. Lewis negatively and accuses him of including emotional propaganda, misogyny, racism, and religious sadism in his works",0.07184430116339649,0.6250000000000001,0.6451612903225806,0.7818552814251536,0.7777777777777778,0.9245364665985107
Now the new matrix representation for the symmetric bilinear form is given by,The new matrix representation for the symmetrical bilinear form is now given by,The new matrix representation for the symmetric bilinear form is provided now.,0.48861031957034523,0.8799999999999999,0.3571428571428571,0.25747288562564585,0.9230769230769231,0.9634280800819397
Lennox Island 6 is located in Fernwood  Bedeque  approximately west of the municipality of Prince Edward Island,Lennox Island 6 is located in Fernwood  Bedeque  approximately west of the community of Prince Edward Island,"Lennox Island 6 is situated in Fernwood, Bedeque, about west of Prince Edward Island's municipality",0.23207953703613785,0.7272727272727272,0.5,0.7617262378220866,0.8823529411764706,0.9834110736846924
The House Democratic Caucus nominates and elects the Democratic Party leadership in the United States House of Representatives,The House Democratic Caucus nominates and elects the Democratic Party leadership in the House of Representatives of the United States,The House Democratic Caucus selects and appoints the Democratic Party leader in the U.S. House of Representatives,0.24487028137622804,0.6842105263157895,0.5,0.7245583896760832,0.85,0.954744815826416
In addition  Spain entered into negotiations with the Portuguese court and agreed on the peace of Lisbon on 13 February 1668,Furthermore  Spain entered into negotiations with the Portuguese court and on 13 February 1668 agreed the Peace of Lisbon,"Moreover, Spain engaged in talks with the Portuguese royal family and reached an agreement on the peace treaty in Lisbon on 13 February 1668",0.170595737016168,0.4186046511627907,0.5714285714285714,0.7425699492277005,1.263157894736842,0.8868188858032227
In 2010  Shanghai GM provided a new version of the Buick GL8 Luxury Business Edition,In 2010  Shanghai GM introduced a new version of the Buick GL8 Luxury Business Edition,"In 2010, Shanghai GM introduced a revised version of the Buick GL8 Luxury Business Edition.",0.5828233954152654,0.9333333333333333,0.42105263157894735,0.5343665119474363,1.0,0.9757129549980164
He has a Norwegian mother and a Portuguese father and spent a part of his childhood in Lisbon,He has a Norwegian mother and a Portuguese father  and spent part of his childhood in Lisbon,"He has a Norwegian mother and a Portuguese father, spending some time in Lisbon.",0.42745560682225475,0.7096774193548386,0.6,0.6020119945120017,0.8235294117647058,0.9319955706596375
If  as I believe  it was necessary  it was right and moral,If it was necessary  as I now believe  then it was right and moral,If it was deemed essential  as I now acknowledge  it was just and virtuous,0.13912311644176573,0.6428571428571429,0.625,0.9437799172340962,1.0,0.546491265296936
On the other hand  many democrats feared an industrialization that welcomed the whigs,On the other hand  many Democrats feared industrialization the Whigs welcomed,On the other hand  many Democrats feared industrialization which was embraced by the Whigs,0.5622008276590377,0.8,0.4375,0.5086729451855578,1.2727272727272727,0.9731004238128662
Osman 's son Yafes Osman became the Science and Technology minister of Bangladesh in 2009,The son of Osman  Yafes Osman  became Minister of Science and Technology in 2009 in Bangladesh,"Yafes Osman, the son of Osman, was appointed as the Minister for Science and Technology in Bangladesh in 2009",0.2281399713503153,0.5714285714285714,0.42105263157894735,0.9013784291959859,1.1875,0.9560419917106628
It seems to be most active in the late morning and early afternoon,In the late morning and early afternoon  it appears to be most active,It appears to be most lively during the late morning and early afternoon,0.6703420896351792,0.46153846153846156,0.375,0.5026432643875456,1.0,0.7384320497512817
She was a senior policy adviser and national spokesperson with the 2008 John McCain presidential campaign and political commentator on Fox News  CNN  and MSNBC,She has been a Senior Policy Advisor and National Spokesperson with the 2008 John McCain presidential campaign and political commentator on Fox News  CNN and MSNBC,"She served as a senior policy advisor and national spokesperson for the 2008 John McCain presidential campaign and a political commentator for Fox News, CNN, and MSNBC",0.48021963570515,0.830188679245283,0.4137931034482759,0.6491260476157437,1.0384615384615385,0.9734286069869995
"Mount Sis also has a plateau called in Turkey "" Sis Dağı Yaylası ""","Mount Sis is also a plateau which has called "" Sis Dağı Yaylası "" in Turkey","Mount Sis features a plateau known as ""Sis Dağı Yaylası"" in Turkey",0.04646071470019816,0.6923076923076924,0.5882352941176471,0.9451131508997409,0.75,0.9727392196655273
""" Sidewalk "" magazine helped to create the careers of characters such as Olly Todd  John Rattray  Stuart Graham  Benny Fairfax  Brian Sumner and more",""" Sidewalk "" magazine helped to spawn the careers of characters such is Olly Todd  John Rattray  Stuart Graham  Benny Fairfax  Brian Sumner and more","""Sidewalk"" magazine fostered the careers of figures like Olly Todd, John Rattray, Stuart Graham, Benny Fairfax, and Brian Sumner.",0.049655015355460574,0.7142857142857143,0.696969696969697,0.9503449846445394,0.76,0.8757278919219971
Arnold Lang ( 18 June 1855 -- 30 November 1914  was a comparative naturalist  a Swiss anatomist and student of German biologist Ernst Haeckel,Arnold Lang ( June 18  1855 - November 30  1914  was a comparative naturalist  Swiss anatomist and student of Ernst Haeckel  German biologist,"Arnold Lang (June 18, 1855 - November 30, 1914) was a comparative naturalist, a Swiss anatomist, and a student of German biologist Ernst Haeckel",0.10009554026323242,0.8636363636363636,0.5,0.6966331134237336,1.0434782608695652,0.9871561527252197
Another way to regulate deer population is to control the birth rate,Another way to control the population of deers is to regulate the birth rate,Regulating the deer population through controlling their birth rate is another viable method.,0.040040659670902264,0.29629629629629634,0.5882352941176471,0.9465555406520946,0.9285714285714286,0.9171361327171326
In 1969 the change was still in the air and T. and R. Smith was taken over by J. N. Nichols ( Vimto  from Manchester,In 1969 change was still in the air and T. and R. Smith 's was taken over by J. N. Nichols ( Vimto  of Manchester,"In 1969, the change remained uncertain, with T. and R. Smith being acquired by J. N. Nichols (Vimto from Manchester).",0.202166226252017,0.5909090909090908,0.5862068965517242,0.7852701394744591,0.8,0.8143848776817322
It is unhybridized in its rare form,It is in its rare form unhybridized,It exists naturally without any hybridization,0.03455747170954952,0.15384615384615383,0.9166666666666666,0.9654425282904505,0.8571428571428571,0.29107415676116943
Isaacs was born in Panama in 1915 into a Panamanian father and a Jamaican mother,Isaacs was born in 1915 in Panama to a Panamanian father and a Jamaican mother,Isaacs was born in Panama in 1915 to a Panamanian father and a Jamaican mother,0.7166258375282707,0.8666666666666667,0.1428571428571429,0.19967967961550015,1.0,0.9989311695098877
It is ( covered  by the integument  superficial fascia  Platysma and deep fascia,It is ( covered  by the integument  the superficial fascia  the platysma and deep fascia,"It is (covered by the integument, superficial fascia, and deep fascia)",0.049882505847872474,0.88,0.5625,0.9401711169263044,0.7333333333333333,0.9693171977996826
Khandwa was until recently known as the East Nimar,Khandwa was known as East Nimar until recently,Khandwa was previously called East Nimar,0.08748468738276342,0.5714285714285715,0.6363636363636364,0.9259458109227223,0.75,0.96331787109375
He was replaced in successive coups by Murtala Mohammed ( 1975  and Olusegun Obasanjo ( 1976,He was replaced by Murtala Mohammed ( in 1975  and Olusegun Obasanjo ( in 1976  in successive coups,He succeeded in subsequent coups with Murtala Mohammed in 1975 and Olusegun Obasanjo in 1976,0.27744446625375924,0.6451612903225806,0.4444444444444444,0.7920382046784213,0.8333333333333334,0.9532747268676758
These are used as raw material from which the finished figures are created by carving and painting,These are used as the raw material from which the finished figures are made by carving and painting,These serve as raw materials for creating finished figures through carving and painting.,0.0363803060998094,0.5806451612903226,0.6818181818181819,0.9565193095882006,0.7222222222222222,0.9557998776435852
He worked in Europe from 1931 until the outbreak of the Second World War in Shanghai in 1939,From 1931 until the outbreak of World War II in Shanghai in 1939  he worked in Europe,He spent time working in Europe from 1931 until the start of the Second World War in Shanghai in 1939,0.2962789157394226,0.5945945945945946,0.3157894736842105,0.3512933102117899,1.1764705882352942,0.9708918929100037
Margarita Isabel Morales y González ( born Margarita Isabel  July 25  1941 -- April 9  2017  was a Mexican Ariel Award - winner  actress  film and television actress,Margarita Isabel ( born Margarita Isabel Morales y González  25 July 1941 -- 9 April 2017  was a Mexican Ariel Award-winning film and television actress,"Margarita Isabel Morales y González (born Margarita Isabel on July 25, 1941, died April 9, 2017) was a Mexican Ariel Award-winning actress, film and television actress.",0.34756561191481233,0.7547169811320756,0.6,0.7228417914758845,1.04,0.9539968967437744
A witness to Confederation  Machar was concerned about English -- French tensions in the young country,Machar  a witness to the Confederation  was concerned about the English -- French tensions in the young country,A witness to Confederation Machar worried about English-French tensions in the new nation,0.09742433813450108,0.6451612903225806,0.55,0.6837578074925688,0.7222222222222222,0.9349147081375122
Steve Reicher ( Stephen D Reicher  is a Professor of Social Psychology and former Head of the School of Psychology at the University of St Andrews,Stephen D. Reicher ( Steve Reicher  is a Professor of Social Psychology and a former head of the School of Psychology at the University of St Andrews,Steve Reicher (Stephen D Reicher is a Professor of Social Psychology and former Head of the School of Psychology at the University of St Andrews),0.6879186357518018,0.9019607843137256,0.2272727272727273,0.17482495009114551,0.9259259259259259,0.9968241453170776
It is available in areas including Phibsboro and Castleknock  Finglas  Cabra and Ballymun,It is available in areas including Ballymun  Finglas  Cabra  Phibsboro and Castleknock,It's accessible in locations like Phibsboro and Castleknock  Finglas  Cabra and Ballymun,0.11530568323789493,0.4,0.5625,0.5094621861281753,1.0,0.884271502494812
On 30 August 1853  the daughter of Stephen Champlin  Eliza Ellen Champlin  John B. Cook  married a partner of Minnesota Alexander Ramsey,On August 30  1853  Stephen Champlin 's daughter  Eliza Ellen Champlin  married John B. Cook  a partner of Minnesota 's Alexander Ramsey,"On August 30, 1853, Eliza Ellen Champlin, daughter of Stephen Champlin, married John B. Cook, a partner from Minnesota, Alexander Ramsey.",0.0782039699982329,0.7441860465116279,0.5185185185185186,0.9217960300017671,0.9545454545454546,0.9568090438842773
