sentence1	sentence2	label
as secretary of the archbishop of split , he went to hungary and through zagreb in 1503 to venice .	as a secretary of the archbishop of split he went to hungary , and in 1503 through zagreb to venice .	1
"roy beisswenger and marino boric described the design 2015 in a review as "" elegant "" and "" elegant "" ."	"reviewers roy beisswenger and marino boric described the design in a 2015 review as "" elegant "" and "" sleek "" ."	1
amata hyalota is a kind of moth of the family erebidae it is found in australia ( queensland ) .	amata hyalota is a species of moth of the family erebidae . it is found in australia ( queensland ) .	1
she was born in 1963 in da lat , to a french father and a vietnamese mother .	it was born in da lat in 1963 , to a french father and a vietnamese mother .	1
there are formula 72 null hypotheses for the correct order of all 4 means the significance level of each hypothesis is formula 73 .	there are formula _ 72 null hypotheses for the correct ranking of each 4 means . the significance level of each hypothesis is formula _ 73	1
the piatra caprei river is a tributary of the sâmbăta river in romania .	the river piatra caprei is a tributary of the sâmbăta river in romania .	1
duporth holiday village ( also duporth ) was situated on porthpean road , just outside st austell in south cornwall , england , uk .	duporth ( also duporth holiday village ) was on porthpean road , just outside st austell in south - cornwall , england , uk .	1
danny kortchmar played guitar , charles larkey played bass and gordon played drums with lou eagler .	danny kortchmar played guitar , charles larkey played bass and gordon played drums with lou adler producing .	1
heysi villarreal ( born 26 august 1986 in havana , cuba ) is an olympic and national record holding swimmer from cuba .	heysi villarreal ( born august 26 , 1986 in cuba ) is an olympic and a national record swimmer from havana .	1
indonesian dumplings were influenced and brought by chinese immigrants to indonesia .	indonesian dumplings were influenced and brought to indonesia by chinese immigrants .	1
in his memoirs , like popular historians such as vicente fidel lópez , he claims that it was exclusively a product of the liberal initiative .	saavedra claims in his memoirs , as do popular historians like vicente fidel lópez , that it was exclusively a product of the liberal initiative .	1
meanwhile , ashrae 189.1 , the first of a generation of codes for sustainable construction , defines daylight zones and requires control of daylight extraction .	meanwhile , ashrae 189.1 , the first of a generation of sustainable construction codes , defines daylight zones and requires daylight harvesting control .	1
he was born and grew up in podgorica ( now titograd ) in a family of musicians .	he was born in podgorica ( now titograd ) and grew up in a family of musicians .	1
"it is divided in four "" taulkas "" : khanpur , lakhi , garhi yasin and shikarpur ."	"it is divided into four "" taulkas "" : shikarpur , lakhi , garhi yasin and khanpur ."	1
stenolechia zelosaris is a moth of the family gelechiidae . it is found in assam ( india ) .	stenolechia zelosaris is a moth from the family of gelechiidae , which is found in india ( assam ) .	1
pablo cuevas won the title by defeating top - top - máximo gonzález at 6 -- 4 , 6 -- 3 in the final .	pablo cuevas won the title , by defeating top seed máximo gonzález 6 -- 4 , 6 -- 3 in the final .	1
"if the programmer does not provide a constructor for an instantiable class , a "" default constructor will be provided in most languages ."	"if the programmer does not provide a constructor for an instantiable class , most languages will supply a "" default constructor "" ."	1
his father has called him ali , and his nickname was murtaza .	his father called him ali and his nickname was murtaza .	1
besides quintin , they had five children : lucy , phillip , juan , patrick and willie .	they had five children besides quintin : lucy , phillip , juan , patrick and willie .	1
with the help of karen , he builds the horn and takes the identity of herald .	with the help of karen , he built the horn and takes the identity of herald .	1
the stiniș river is a tributary of the olt river in romania .	the stini - river is a tributary of the olt river in romania .	1
their daughter lady montagu corry married henry lowry-corry and was the mother of harriet anne , 1st baron rowton .	her daughter lady montagu corry married henry lowry-corry and was the mother of harriet anne , 1st baron rowton .	1
ny 104 follows the ridge road east of the village of lewiston through a sparsely populated area of niagara county .	east of lewiston village , ny 104 follows ridge road through a sparsely populated area of niagara county .	1
the field also included 1928 olympian ( and 1932 olympic champion ) john anderson of cornell , and future world record holder paul jessup of washington .	the field also included olympian ( and in 1932 olympic champion ) john anderson of cornell in 1928 and future world record player paul jessup of washington .	1
he has also small but long ears like a mouse .	he also has small but long ears like a mouse .	1
on 1 november 2017 , yuri alberto was promoted to the main team by the interim manager elano .	on 1 november 2017 , yuri alberto was promoted to the main squad by interim manager elano .	1
jack cross was a comic book series written by gary erskine and drawn by warren ellis . it was first published by dc comics in 2005 .	jack jack cross was a comic series written by gary erskine and drawn by warren ellis . it was first published by dc comics in 2005 .	1
in reality , danny greene was not present when nardi was murdered .	in reality , danny greene was not present when nardi was assassinated .	1
"in his retirement , macdonald wrote the "" macdonald dictionary of canterbury - biographies "" , a collection of 12,000 biographies run by the canterbury museum ."	"in his retirement , macdonald compiled the "" macdonald dictionary of canterbury biographies "" , a collection of 12,000 biographies held by the canterbury museum ."	1
eunice smith married ossman and had three children , vess jr. , raymond and annadele .	eunice smith married ossman and they had three children , vess jr. , raymond , and annadele .	1
the three sisters islands are islands that lie off the south coast of goat island the islands are part of niagara falls , new york .	the three sisters islands are islands which lie off the south shoreline of goat island . the islands are part of niagara falls , new york .	1
after the closure of the north australia railway in december 1974 , the remaining 10 nts were transferred to the central australian railway .	following the closure of the north australia railway in december 1974 , the remaining 10 nts were transferred to the central australian railway .	1
iosco county is a civil township of baldwin township in the u.s. state of michigan .	iosco county is a civil community of baldwin township in the u.s. state of michigan .	1
matsumoto played before for kyoto purple sanga , shonan bellmare and tokushima vortis .	matsumoto previously played for kyoto purple sanga , shonan bellmare and tokushima vortis .	1
it was premiered on 30 september 2012 at the borneo eco film festival as it was the first time shown in borneo .	it was premiered at the borneo eco film festival on september 30 , 2012 , because it was first shown in borneo .	1
tampa became less important when several digger projects made the port of tampa accessible to all shipping .	tampa became less important when several dredging projects made the port of port tampa accessible to all shipping .	1
incorporated in 1889 , the city is lies along the nehalem river and nehalem bay near the pacific ocean .	the city is located in 1889 , along the nehalem river and nehalem bay , near the pacific ocean .	1
after the purchase in 1948 by the son of robert lorimer , the sculptor hew lorimer , this later became a permanent family home .	this later became the permanent family home , after purchase in 1948 by robert lorimer 's son , the sculptor hew lorimer .	1
the game created a 32 - digit alphanumeric password after successful completion of a level , which was also unique to the player 's name in order to allow for a later resumption .	the game created a 32 digit alphanumeric password after a successful completion of a level , which was unique also to the player name , to allow later resumption .	1
in contrast , dry years are often associated with cold pacific la niña episodes .	by contrast , dry years are often associated with cold pacific la niña episodes .	1
as playing fields were sold near the school , fender field was later developed .	as playing fields nearer the school were sold , fender field was later developed .	1
morton w. macauley , usually known as m. w. macauley , was a politician in edmonton and a municipal council in alberta , canada .	morton w. macauley , usually known as m. w. macauley , was a politician in edmonton and a municipal councillor in alberta , canada .	1
faiyaz ali khan was at sir muhammad faiz ali khan in 1851 .	faiyaz ali khan was to sir muhammad faiz ali khan in 1851 .	1
he ended this practice because of the difficulty of distinguishing between ethnographic works and original arrangements and between main and side works .	he ended this practice because of the difficulty of distinguishing between ethnographic works and original arrangements , and between major and minor works .	1
in 2004 , barclaycard took over the sponsorship of barclays ' premier league .	barclaycard took over sponsorship of the premier league from barclays in 2004 .	1
"in 1987 , paul conn wrote his autobiography with jack , "" eckerd : finding the right prescription "" ."	"paul conn wrote his autobiography in 1987 with jack : "" eckerd : finding the right prescription "" ."	1
with a fourth and a third place , while trinity were in the bottom half .	with a fourth and a third place , while trinity were in the lower half .	1
barrai is a village in the bhopal district of madhya pradesh , india . it is located in berasia tehsil .	barrai is a village in the bhopal district of madhya pradesh , india . it is located in the berasia tehsil .	1
the mesoscopic weighting function at wavelength formula _ 1 can be written as the weighted sum ,	the mesoscopic weighting function at the wavelength formula 1 can be written as the weighted sum ;	1
pearland isd serves most of the city of silverlake , the city of pearland , and unincorporated areas in brazoria county ( including brookside village ) .	pearland isd serves most of the city of silverlake , the city of pearland and unregistered territories in brazoria county ( including brookside village ) .	1
mayer married damian smith in january 2001 .	in january of 2001 , mayer married damian smith .	1
in 2001 , two new large sports facilities were opened : the ralph engelstad arena and the alerus center .	two new , large sports venues opened in 2001 : the alerus center and the ralph engelstad arena .	1
"where "" r "" the annual rate , "" i "" is the periodic rate and "" n "" the number of connection periods per year ."	"where "" r "" is the annual rate , "" i "" the periodic rate , and "" n "" the number of compounding periods per year ."	1
when hill died in 1936 , fletcher was appointed to fill the vacancy until a successor could be elected .	when hill died in 1936 , fletcher was appointed to fill up the vacancy until a successor could be elected .	1
dewalkheda is a village in the bhopal district of madhya pradesh , india . it is located in the berasia tehsil .	dewalkheda is a village in the bhopal district of madhya pradesh , india . it is located in berasia tehsil .	1
bone and stone artefacts similar to those found at kunda have been discovered elsewhere in estonia , as well as in latvia , northern lithuania and southern finland .	bone and stone artefacts similar to those found in kunda have been discovered throughout estonia , as well as in latvia , northern lithuania and southern finland .	1
edward married mary letitia stawell ( 1870 -- 3 november 1938 ) , daughter of sir william stawell kcmg , on 14 may 1890 . their children included :	edward married mary letitia stawell on may 14 , 1890 ( 1870 - november 3 , 1938 ) , daughter of sir william stawell kcmg .	1
blackburn was called up to the atlanta braves to make his major league debut on july 1 , 2017 , against the oakland athletics .	blackburn was called to the atlanta braves on 1 july 2017 to make his main league debut against the oakland athletics .	1
karthik is the brother of the actress sridevi and nephew of the actress maheswari .	karthik is the brother of actress sridevi and the nephew of actress maheswari .	1
earl of selkirk is a title in the peerage of scotland , whose descent is subject to unique ( and unusual ) provisions .	earl of selkirk is a title in the peerage of scotland . its descent is subject to unusual ( and unique ) provisions .	1
the distributions of rihaczek and choi -- williams are examples of class distributions of affine invariant cohen .	the rihaczek and choi -- williams distributions are examples of affine invariant cohen 's class distributions .	1
dyson died on board a ship while travelling from england to australia in 1939 and was buried at sea .	dyson died on board a ship when he was travelling to australia from england in 1939 and was buried at sea .	1
on the runway , she has walked for lacoste , michael kors , valentino , fendi , jason wu , altuzarra , and alexander wang among others .	on the runway she went among others for lacoste , michael kors , valentino , fendi , alexander wang , altuzarra and jason wu .	1
el marsa district is a district of the province chlef , algeria .	el marsa district is a district of chlef province , algeria .	1
he currently lives in ridgefield , connecticut , with his wife cynthia . he has four children : lindsay , heather , jason , and rebecca .	he lives in ridgefield , connecticut with his wife cynthia , and has four children : jason , heather , lindsay and rebecca .	1
blackridge is a community in the eastern allegheny county and is a suburb of pittsburgh , pennsylvania .	blackridge is a community in eastern allegheny county and is a suburb of pittsburgh , pennsylvania .	1
van hoof was born in antwerp , was a student of peter benoit and was influenced by the works of paul gilson .	born in antwerp , van hoof was a pupil of peter benoit and was heavily influenced by the works of paul gilson .	1
the diocese of southern leyte includes the whole province of maasin , including six municipalities southwest of leyte .	the diocese of southern leyte comprises the whole province of maasin including six municipalities southwest of leyte .	1
for a given value of a hyperbolic function , the corresponding inverse hyperbolic function returns the corresponding hyperbolic angle .	for a given value of a hyperbolic function , the corresponding inverse hyperbolic function provides the corresponding hyperbolic angle .	1
a few years later it failed again , but soon opened again .	it failed again a few years later but soon reopened again .	1
""" all along the watchtower "" was released in 2002 and remixed on the paperboys ' greatest hits album "" tenure "" ."	""" all along the watchtower "" was released in 2002 and remixed on the paperboy 's greatest hits - album "" tenure "" ."	1
the album was released on may 2 , 2006 under vinnie paul 's own label big vin records , posthumously after dimebag 's assassination in december 2004 .	the album was released on may 2 , 2006 , under vinnie paul 's own label big vin records , posthumously after dimebag 's murder in december 2004 .	1
psilochilus is a genus of flowering plants from the orchid family , orchidaceae . it is native to south america , central america , mexico and the west indies .	psilochilus is a genus of flowering plants from the orchid family , orchidaceae , which is home to mexico , central america , south america and the west indies .	1
jason played youth football in the same league his brother aaron did humble area football league hafl	youth jason played youth football in the same league which his brother aaron humble area football league hafl did	1
"he completed formal koan study in 1988 with yamada koun and received the dharma name tetsu-un , "" wisdom cloud "" ."	"he finished a formal koan study with yamada koun in 1988 and received the dharma name tetsu-un , "" wisdom - cloud "" ."	1
for scalar fluctuations , formula _ 9 is referred to as the scalar spectral index , with formula _ 10 corresponding to scale invariant fluctuations .	for scalar fluctuations , formula 9 is referred to as a scalar spectral index , with the formula 10 corresponding to scaleninvariant fluctuations .	1
in 1810 , madison was laid and relocated , and the first lots were sold by john paul in 1811 .	madison was laid out and platted in 1810 , and the first lots were sold in 1811 by john paul .	1
the river titimoiu is a tributary of the ceapa river in romania .	the titimoiu river is a tributary of the ceapa river in romania .	1
conotalopia mustelina is a species of sea snail , a top gastropod mollusk in the trochidae family , the navy snails .	conotalopia mustelina is a species of sea snail , a top gastropod mollusk in the family trochidae , the marine snails .	1
on the runway she went among others for lacoste , michael kors , valentino , fendi , alexander wang , altuzarra and jason wu .	on the runway she went among others for lacoste , michael kors , valentino , fendi , jason wu , altuzarra and alexander wang .	1
he spoke throughout east asia and ghana in 1958 , and in 1961 in northern and western europe .	in 1958 he spoke throughout east asia and in ghana , and in 1961 in northern and western europe .	1
see the article on the full history of french for phonological details .	for phonological details see the article on the whole history of french .	1
moreover , many angika speakers have emigrated to the persian gulf , the united kingdom , the united states , canada and other countries .	moreover , many angika speakers in the persian gulf , the united kingdom , the united states , canada , and other countries have emigrated .	1
cypress county is served by the federal electoral division of mhcw and represented in the canadian house of commons by the conservative mep glen motz .	cypress county is served by the federal electoral division of mhcw and represented in the canadian house of commons by conservative mp glen motz .	1
she was the first professional female painter and the first feminist writer in korea .	she was the first female professional painter and the first feminist writer in korea .	1
it is located at the southern end of the great dividing range , to the west of the monaro range , and is west of the wadbilliga national park .	it is located at the southern end of the great dividing range , west of the monaro range , and is west of the wadbilliga national park .	1
new teaching sites were opened in the 1990s in alessandria , biella , ivrea , mondovì and vercelli .	in the 1990s , new teaching campuses were opened in ivrea , mondovì , biella , alessandria and vercelli .	1
olaf petersen is played by mark williams in the television series .	olaf petersen is played in the television series of mark williams .	1
khun wichitmatra wrote the lyrics of the thai national anthem in 1934 , two years after the anthem was first written by chan kamwilai .	in 1934 , khun wichitmatra wrote the texts of the thai national anthem , two years after the anthem was written by chan kamwilai .	1
she has been a senior policy advisor and national spokesperson with the 2008 john mccain presidential campaign and political commentator on msnbc , cnn and fox news .	she was a senior policy adviser and national spokesperson with the 2008 john mccain presidential campaign and political commentator on fox news , cnn , and msnbc .	1
the film was shot on location in munich and bavaria and at the bavaria studios in austria .	the film was shot on site in munich and in bavaria and at the bavaria studios in austria .	1
this second iteration of the wifi module reduced the size by 60 % and increased processing speed by 300 % .	this 2nd iteration of wifi module reduced the size by 60 % and increased the processing speed by 300 % .	1
buffham joined the national security agency in 1949 and went on to the newly formed armed forces security agency in 1952 .	in 1949 , buffham joined the national security agency and moved on to the newly established armed forces security agency in 1952 .	1
"marans was famous until the early twentieth century for the "" local bean of marans "" and its fairs in honour of these specially red beans ."	"until the early twentieth century , marans was famous for the "" local bean of marans "" and its fairs in honor of these especially red beans ."	1
james the fat would never return to his native scotland . he remained an exile in ireland until his death . his widowed mother and sister remained in scotland .	james the fat would never return to his native scotland , he would remain in ireland until his death , his widowed mother and sister remained in scotland .	1
the marignane is located at marseille airport in provence .	the marignane is located in marseille provence airport .	1
when comparable flow rates can be maintained , the results are high .	when comparable rates of flow can be maintained , the results are high .	1
chuck aber finally faces his fears , with the aid of daniel and lady aberlin .	with the help of daniel and lady aberlin , chuck aber finally faces his fears .	1
the director amir yatsiv and the film critic larysa malyukova discussed the rare genre of the animated documentary film .	a film director amir yatsiv and film critic larysa malyukova discussed the rare genre of the animated documentary .	1
in 1033 , he rejected his first wife , helie of semur , and married her in 1048 . robert and helie had five children :	he repudiated his first wife , helie of semur , about 1033 , and married her in 1048 . robert and helie had five children :	1
"kippi first appeared on "" rechov sumsum "" in 1983 , and he also appeared on "" shalom sesame "" , a bilingual 1986 israel-us co-production ."	"kippi appeared for the first time in 1983 on "" rechov sumsum "" , and he also appeared on "" shalom sesame "" , a bilingual israel-us - co-production from 1986 ."	1
the hlynur is by its nature harmless but defensive .	the hlynur is harmless by nature , but defensive .	1
ammonia-based processes do not allow recovery of the pulping chemicals since ammonia or ammonium salts are oxidized to nitrogen and nitrogen oxides when burned .	ammonia-based processes do not allow recovery of the pulp - chemicals because ammonia or ammonium salts are oxidized when burned to nitrogen and nitrogen oxides .	1
sparkman high school in harvest , huntsville , sparkman school in alabama , sparkman drive in somerville , alabama , are all named in his honor .	sparkman high school in harvest , huntsville , sparkman school in alabama , sparkman drive in somerville , alabama , are all named as his honours .	1
robert maass was born in east orange , new jersey , to german immigrants hedwig and clara maass .	robert maass was born in east orange , new jersey , to hedwig and clara maass , german immigrants .	1
the band supports wrexham fc , with the exception of john evans who follows norwich city fc .	the band supports wrexham fc , with the exception of john evans , who follows the norwich city fc .	1
the aircraft was on a domestic flight from goma to ndjili via kisangani .	the aircraft was located on a domestic flight from goma to ndjili via kisangani .	1
her mother is kenyan while her father is austrian .	her mother is a kenyan woman , while her father is austrian .	1
ali şaşal vural ( born july 10 , 1990 ) is a professional turkish football player who plays for sivasspor .	ali şaşal vural ( born 10 july 1990 ) , is a turkish professional football player , who plays for sivasspor .	1
the mountain was named by charles gould in 1863 after geologist charles lyell , a supporter of charles darwin .	the mountain was named in 1863 by charles gould after the geologist charles lyell , a follower of charles darwin .	1
he was elected as distinguished lecturer by the international speech communication association and the ieee signal processing society .	he was elected a distinguished lecturer by the ieee signal processing society and the international speech communication association .	1
brazil had signed a separate loizaga -- cotegipe treaty with paraguay now in 1872 and already did much to help paraguay in its negotiations with argentina .	brazil had signed a separate loizaga - cotegipe contract with paraguay in 1872 and already did much to help paraguay in its negotiations with argentina .	1
vishwasrao was born in supe near pune as the eldest son of balaji baji rao ( supe was the jagir of shahaji by pune ) .	vishwasrao was born as the eldest son of balaji baji rao at supe near pune ( supe was the jagir of shahaji near pune .	1
for six months , hopkins toured england , the united states and japan with the band .	hopkins toured with the band for six months through japan , the united states , and england .	1
much of the city 's crime , however , is centralized in most of its scattered neighborhoods and western neighborhoods adjacent to hartsfield-jackson international airport .	however , much of the city 's crime is centralized in most dispersed neighborhoods and western neighborhoods adjacent to hartsfield-jackson international airport .	1
for the next thirty years , kriebel and warner sallman marketed over 100 bates works .	over the next thirty years , kriebel and warner sallman marketed over 100 bates works .	1
the members of the united methodist church gather in laichingen , while the catholics in the parish of st. josef are assigned to bad urach .	the members of the united methodist church gather in laichingen , while the catholics of the parish of st. joseph are assigned in bad urach .	1
"the sophisticated systems at large airports consist of two different radar systems , the "" primary "" and the "" secondary "" surveillance radar ."	"the sophisticated systems at large airports consist of two different radar systems , the "" primary "" and "" secondary "" surveillance radar ."	1
cole then captures magruder 's henchman dutchie and his men and kills magruder 's armored train .	cole then captures magrud 's henchman , dutchie , and his men , and kills magruder 's armored train .	1
"jools holland performed the song on "" friday night with adele "" on 8 february 2008 and on "" saturday night live "" during the 18 october 2008 show ."	"the song was performed on february 8 , 2008 on "" friday night with adele "" and during the show on "" saturday night live "" on october 18 , 2008 ."	1
