sentence1	sentence2	label
refers to the action of the body in turning figures ; turning the opposite hip and shoulder towards the direction of the moving foot .	refers to the effect of the body while turning figures : turning the opposite hip and shoulder in the direction of the moving foot .	1
bay of arauco or bahia de araucan , is a bay located on the coast of the arauco province , of the bío bío region of chile .	the bay of arauco or bahia de araucan is a bay on the coast of the province of arauco , in the region bío bío in chile .	1
john murcot , anthony à wood and zachary bogan were among his students .	among his pupils were john murcot , anthony à wood , and zachary bogan .	1
mike mccoy was the head coach of the aviators , and carl caldwell was the general manager .	the main coach of the aviators was carl carl caldwell , and the general manager was mike mccoy .	0
this generally creates colder nights through the warmer season .	this creates generally warmer nights through the colder season .	0
the cornwall minerals railway opened its line from fowey to st dennis junction on 1 june 1874 , where it connected with treffry 's newquay railway .	on june 1 , 1874 , cornwall minerals railway opened its line from st dennis junction to fowey , where it was connected to the newquay railway of treffry .	0
the former north east railway station was located north of seymour at the crossroads of mangalore and shepparton lines .	former station mangalore was located north of seymour at the junction of the north east and shepparton lines .	0
thillana thillana is a 2003 indian malayalam film directed by t. saji and produced by m. a. nishad .	thillana thillana is a 2003 indian malayalam film , produced by t. s. saji and directed by m. a. nishad .	0
japan is a dam in the tokiwa dam , completed in 1941 .	nagano prefecture , japan is a dam in the tokiwa dam , completed in 1941 .	0
fuksas was born in rome in 1944 ; his father was lithuanian jewish while his french mother was the daughter of a catholic father and an austrian mother .	he was born in 1944 in rome , his father was lithuanian - jewish , his french mother was the daughter of a catholic father and an austrian mother .	1
shs also has teams that compete in archery and bowling that are not sanctioned by ihsaa but are sponsored by their organizations .	shs also has teams that compete in archery and bowling which are not ihsaa sanctioned , but sponsored by their organizations .	1
the series was created by john ashley and frank lupo and was produced by robert palm as an executive .	the series was created by john ashley and frank lupo and executive produced by robert palm .	1
it took place at the real club de tenis barcelona in catalonia , barcelona , spain , from april 23 through april 29 , 2010 .	it took place from 23 april to 29 april 2010 in the real club de tenis barcelona in catalonia , barcelona , spain .	1
in may 1921 , the 7th battalion was reformed in regional victoria around a headquarters in merbein , with depots at red cliffs , wentworth and mildura .	in may 1921 , the 7th battalion was reformed in the victoria region around a headquarters in merbein with depots at red cliffs , wentworth and mildura .	1
"ea has developed a new "" syndicate "" game for starbreeze studios , which was released on february 21 , 2012 ."	"starbreeze studios developed a new "" syndicate "" game for ea which was released on 21 february 2012 ."	0
they also display aspects of the physical discipline parkour , while jumping over buildings and climbing from staircases .	they also show aspects of the physical discipline parkour , while jumping over buildings and climbing staircases .	1
"also , there is a promising and more faithful remake called "" xenonauts "" . """	"there is also a more promising and fairer remake called "" xenonauts "" ."	1
in 2016 , 3.9 % of children attended primary school in bilingual education .	in 2016 , 3.9 % of children attended primary schools in bilingual schools .	0
when fletcher died in 1936 , hill was appointed to fill the vacancy until a successor could be elected .	in 1936 , when hill died , fletcher was appointed to fill the vacancy until a successor could be elected .	0
jarymowycz was a lecturer at the royal military college and was a frequent author of letters to the editor .	jarymowycz was a sessional lecturer at the royal military college and was a frequent writer of letters to the editor .	1
they were accompanied or were soon followed by several other families , including masters , parker , lundy , battin , kisner , lemon , oliver , and rich .	they were accompanied or were soon followed by some other families , including masters , parker , lundy , battin , kisner , lemon , oliver , and rich .	1
while communism represented the latter , the united states represented the former .	whereas communism represented the latter , the united states represented the former .	1
"in 1994 , the polish ambassador to south africa , mr scieniuch , presented the "" warsaw cross of insurrection to durrant 's widow ."	"in 1994 , the polish ambassador to south africa , mr scieniuch presented the "" warsaw insurrectionary cross "" to durrant 's widow ."	1
these predictive functions are referred to as pedo-transfer functions in a non-spatial context .	these predictive functions , in a non-spatial context are referred to as pedotransfer functions .	1
at the lse , davies had lived with jomo kenyatta and absorbed the socialist views of harold laski .	at the lse , davies had roomed with jomo kenyatta and had absorbed the socialist views of harold laski .	1
he composed other songs and wrote orchestrations for larger choral works that are preserved in australian libraries .	he composed other songs and wrote orchestrations for larger choral works preserved in australian libraries .	1
"immediately after he and whitehead pm published , he wrote his 1912 "" the problems of philosophy "" ."	"immediately after he and whitehead published pm he wrote his 1912 "" the problems of philosophy "" ."	1
a historical figure is a famous person in history , such as katharina the great , napoleon , washington , or abraham lincoln .	a historical figure is a famous person in history , such as catherine the great , napoleon , washington , or abraham lincoln .	1
and he has composed music for dozens of traditional arabic literary works , many films and various orchestras .	and he has composed music for tens of traditional arabic literary works , many films and various orchestras .	0
joão was born in portugal but attended school in paris , before moving to brazil , the british west indies , and finally new orleans .	joão was born in portugal , but attended school in paris before moving to brazil , the british antilles and finally to new orleans .	1
methods of the cubic geometry provide the following parameterization of fermat 's algebraic :	methods of cubic geometry provide the following parameterization of fermat 's algebraic :	1
the estate was then acquired by the robertson family ( sometimes also robinson ) .	the estate was then acquired by the robinson ( sometimes spelt robertson ) family .	1
shortest remaining time is short because advantageous processes are handled very quickly .	the shortest time remaining is advantageous because short processes are handled very quickly .	0
from 1965 to 2000 , it was owned by newspaper chains including thomson newspapers and the medianews group .	from 1965 to 2000 it was owned by newspaper chains including thomson newspapers and medianews group .	1
coverage in urban areas is substantially higher than in rural areas .	in rural areas , coverage is much higher than in urban areas .	0
in 2003 , rti international became the new host for gdb , where it continued to be run as a public resource for high-quality genetic and genomic information .	in 2003 rti international became the genetic and genomic host for gdb where it continued to be maintained as a new resource for high quality public information .	0
statistically , halifax is the commonwealth 's 204th largest community in terms of population and 186th in terms of population density .	statistically speaking , halifax is the 186th largest community in the commonwealth in terms of population , and 204th in terms of population density .	0
there is a orang asli museum in gombak and also in melaka , about 25 km north of kuala lumpur .	there is an orang asli museum in gombak , and also in melaka , about 25 km north of kuala lumpur .	1
waye played his earliest football in adelaide , before arriving in willunga and renmark and competing in the port adelaide church association .	waye played his earliest football in willunga and renmark before arriving in adelaide and participating in the port adelaide church association .	0
in 1882 he was named the quebec superior court for joliette district , later in montmagny , kamouraska and gaspé districts .	in 1882 , he was named to the quebec superior court for joliette district , later serving in montmagny , kamouraska and gaspé districts .	1
a radar-modified vickers wellington was equipped for use by the fighter interception unit , as one of the first airborne early warning and control ( aew & c ) aircraft .	a radar-equipped vickers wellington was converted to be one of the first airborne early warning and control ( aew / c ) aircraft for use by the fighter interception unit .	0
for some time texas had proven to be a major market market , and in 1947 a large factory was built in ennis , texas .	for some time , texas had proven to be a main market outlet , and in 1947 , a major factory was built in ennis , texas .	1
there are seven picnic areas and several have covered pavilions , the largest of which can accommodate up to 100 people and can be reserved .	there are seven picnic areas and several have covered pavilions , the largest of which can accommodate up to 100 persons and can be reserved .	1
shine has written more than 900 articles in professional journals , two books published ( australian snakes ) .	shine has written more than 900 papers in professional journals , published two books ( australian snakes .	1
she toured with traffic and jimi hendrix before joining with joe cocker in 1970 .	she toured with traffic and joe cocker before joining up with jimi hendrix in 1970 .	0
femi 's musical career began when he started playing in the band of his father , egypt 80 .	femi 's musical career started when he began playing in his father 's band , egypt 80 .	1
eastside is a former settlement in holtville . it was located north of imperial county , california .	eastside is a former settlement located in imperial county , california , north of holtville .	0
cornelia stuyvesant vanderbilt ( the only child of george and edith vanderbilt ) married in 1924 to the british aristocrat john f. a. cecil , a descendant of william cecil .	john f. a. cecil ( the only child of george and cornelia stuyvesant vanderbilt ) married in 1924 to the british aristocrat william cecil , a descendant of edith vanderbilt .	0
union star is located at in the polk township of dekalb county , missouri on the border with andrew county , missouri .	union star is located in the polk community of andrew county , missouri on the border with dekalb county , missouri .	0
"jerry won best actor at the los angeles method fest film festival for his role as dewees in "" mud season "" ."	"for his role as dewees in "" mud season "" won jerry jerry best actor at the los angeles method festival film festival ."	1
"the same title and "" reason "" have the main melody and are the main themes of the show ."	"the main title and "" reason "" have the same melody and are the dominant themes of the show ."	0
bates was born in carrollton , missouri , to werner bates and matilda ( white ) leon bates .	bates was born in carrollton , missouri , to write werner bates and matilda ( white ) leon bates .	1
the jiul de vest river is a tributary of the de la hagher river in romania	the river de la hagher is a tributary of the jiul de vest river in romania	0
the traditional clothing of the ruska roma is based on traditional and russian calderash - clothing and is actively used by singers and dancers .	the traditional clothing of ruska roma is based on the traditional russian and kalderash clothes and is actively used by singers and dancers .	0
born in london for john may , superintendent of a department of the metropolitan police , himself , may himself joined the force and left england in 1845 to hong kong .	born in london to john may , superintendent of a division of the metropolitan police . may himself joined the force and left england in 1845 for hong kong .	1
benzoylfentanyl was banned in sweden in september 2017 , and in finland in october 2017 .	in september 2017 , benzoylfentanyl was banned in sweden , in october 2017 in finland .	1
johann reinhard i played a role in the coronation celebrations of emperor matthias 1612 and the election of emperor ferdinand in 1619 .	johann reinhard i played a role in the coronation of emperor matthias in 1612 and the election of emperor ferdinand in 1619 .	1
he died on 23 april 1881 in long island , new york ( today elmhurst station ) , flushing , newtown .	he died on april 23 , 1881 in newtown ( today elmhurst station ) , flushing , long island , new york .	0
fanny pak had five of the new members from season two and four same members .	fanny pak had five new members from the second season and four of the same members .	1
any two of the digitized waveforms could be used by the two provided digital oscillators .	any two of the digitised waveforms could be used by the two digital oscillators provided .	1
in 1971 , a primary campus in 33 macdonnell road was completed for the new school .	in 1971 , a main campus was completed for the new school in 33 macdonnell road .	1
"achieved in australia "" the other man 's grass is greener than 30 , while in south africa the track reached a peak of # 19 ."	"in australia , "" the other man 's grass is always greener "" reached # 30 while in south africa the track achieved a # 19 chart peak ."	0
where codice _ 3 is a type qualifier , which the qualified type of codice _ 27 is codice _ 28 and the unqualified type is codice _ 29 .	where codice 3 is a type qualifier , with the qualified type of codice 27 codice 28 and the unqualified type codice 29 .	1
eckhoff represented britain against new zealand in 1928 and australia in 1930 .	eckhoff represented new zealand against great britain in 1928 , against australia in 1930 .	0
nool veli ( fence of yarn ) is a 1979 tamil film playing with saritha , sujatha and sarath babu .	nool veli ( fence of the yarn ) is a 1979 - tamil film with sarath babu , sujatha and saritha .	1
i was in a racist environment with white people during my school years .	during all my school years , i was in a racist environment , with white people .	1
mimi arnold defeated rosie reyes , 8 -- 6 , 6 -- 2	rosie reyes suggested mimi arnold , 8 -- 6 , 6 -- 2 .	0
christine was hopeful that her son walter might still be alive after her first interview with gordon stewart northcott .	christine became hopeful that after her first conversation with walter , her son gordon stewart northcott might still be alive .	0
el arco mine is a large copper mine in the northwest of the baja california in mexico .	the el arco mine is a large copper mine in the northwest of mexico in baja california .	0
the continuous power density is determined by the product 's continuous torque density and the constant torque speed range of the electric machine .	the continuous power density is determined by the product of the continuous torque density and the constant torque speed range of the electric machine .	1
the group was founded in las vegas , and later relocated to los angeles .	the group was founded in las vegas and then relocated to los angeles .	1
it was developed along the brazeau river , at the confluence of elk river in the hydrographic basin of the north saskatchewan river .	it was developed along the brazeau river , at the confluence with elk river , in the hydrographic basin of the north saskatchewan river .	1
formerly licensed to north myrtle beach , south carolina , usa , the station was owned by city of north myrtle beach .	the station was formerly licensed by north myrtle beach and belonged to the city of north myrtle beach , south carolina , usa .	1
eunice smith married ossman and had three children , vess jr. , raymond and annadele .	ossman married eunice smith and they had three children , vess jr. , raymond , and annadele .	1
he graduated in 1976 from kansas newman college and in 1979 from the washburn law school .	he graduated from kansas newman college in 1976 and from washburn law school in 1979 .	1
"agnew said that maloney often told her during childhood that he had "" won the war . """	"maloney said that during her childhood , agnew often told her that he had "" won the war . """	0
in reality , danny greene was not present when nardi was murdered .	in reality , danny greene was not present when nardi was assassinated .	1
the following schools are located in papakura ( schools in rosehill , takanini and opaheke are exempt ) :	the following schools are located in papakura ( schools in rosehill , takanini , and opaheke are excluded ) :	1
the hebrew union college-jewish institute of religion also manages the skirball cultural center in los angeles and skirball museum in jerusalem .	the hebrew union college -jewish institute of religion also manages the skirball cultural center in jerusalem and the skirball museum in los angeles .	0
in 1988 , the paramount pictures stores changed its name to suncoast motion picture company .	in 1988 , the paramount pictures changed its name to suncoast motion picture company .	1
st albans was the only son of elizabeth catherine , 9th duke of st albans , and joseph gubbins , daughter of major-general william beauclerk .	st albans was the only son of william beauclerk , 9th duke of st. albans , and elizabeth catherine , daughter of general joseph gubbins .	0
slashdong is a blog about teledildonics and similar use of technology for erotic purposes .	slashdong is a blog about teledildonic and erotic use of technology for similar purposes .	0
solomons was born in thorpe bay and brought up with his four siblings in orsett , essex by his mother and father .	solomons was born in thorpe bay and with his four siblings in orsett , essex brought up by his mother and his father .	1
"the "" standard "" was the leading newspaper in montana , built by marcus daly and financed by campaigning editor john hurst durston ."	""" standard "" was the leading newspaper in montana , built by marcus daly and financed by the campaigns - editor john hurst durston ."	1
she married antonio bourque and lived in moncton first before returning to the villa providence in shediac .	she married antonio bourque , and first lived in moncton before retiring to villa providence in shediac .	1
louisa catherine had an illegitimate daughter , sarah , on 22 march 1839 .	louisa catherine , on march 22 , 1839 , had an illegitimate daughter , sarah .	1
born in antwerp , van hoof was a pupil of paul gilson and was heavily influenced by the works of peter benoit .	van hoof was born in antwerp , was a student of peter benoit and was influenced by the works of paul gilson .	0
philip seymour hoffman played a 1994 - tv adaptation as ezra baxter , jean smart as ora baxter and peter strauss as buck .	a 1994 television adaptation starred philip seymour hoffman as ezra baxter , jean smart as ora baxter , and peter strauss as buck .	1
however , a pair of lola t616s run by b.f. goodrich company used the same mazda engine and were successful in beating both 727cs , claiming 1st and 3rd .	a pair of lola t616s running by b. f. goodrich company , however , used the same mazda engine and were successful in beating both 727cs , 1st and 3rd claiming .	1
two more aftershocks above magnitude 5 in xinjiang and one in kyrgyzstan beat utc on october 13 - time .	two more aftershocks above magnitude 5 in xinjiang and one in kyrgyzstan struck on october 13 , utc time .	1
"she played ellie morgan in a bbc one drama miniseries "" moving on "" , entitled "" drowning not waving "" , which was broadcast in may 2009 ."	"she played ellie morgan in the bbc one - drama - miniseries "" moving on "" entitled "" drowning not waving "" , which was aired in may 2009 ."	1
when his family from italy , rodolpho and marco , live illegally and begin to migrate with him , the small world that he operates in is disrupted .	when his family from italy , rodolpho and marco , begin to live and migrate with him illegally , the small world in which he operates is destroyed .	1
where formula _ 9 is the molar gas constant , formula _ 10 is the temperature and formula _ 11 is the ideal mass of the atoms .	where formula 9 is the molar gas constant , formula 10 is temperature and formula 11 is the ideal mass of the atoms .	1
from 1973 to 2015 helmut groß was the mayor of tengen . his successor is marian schreier .	helmut groß was the mayor of tengen from 1973 to 2015 , and his successor was marian schreier .	1
sapthaswaragal is a 1974 indian malayalam film staged by baby and produced by ms narayanan .	sapthaswaragal is a 1974 indian malayalam film , produced by baby and directed by ms narayanan .	0
the sterminos river is a tributary of the river voievodu in romania .	the sterminos river is a tributary of the voievodu river in romania .	1
paul annacone won in the final 6 -- 2 , 6 -- 4 against andre agassi .	paul annacone won 6 -- 2 , 6 - 4 against andre agassi in the final .	1
on april 9 , 1830 , adam helmer died in the city of brutus , cayuga county , new york .	adam helmer died on april 9 , 1830 , in the town of brutus in cayuga county , new york .	1
on august 12 , 2003 kottonmouth kings released their 3rd compilation - album , their 1st live album and their 9th total album , classic hits live .	on august 12 , 2003 kottonmouth kings released their 3rd compilation album , their 1st live album and their 9th overall album titled , classic hits live .	1
at the next day 's afl meeting , tobin was forced to defend beck 's actions .	at the afl meeting the next day , beck was forced to defend tobin 's actions .	0
j. david spurlock was born on november 18 , 1959 in memphis , tennessee . he moved to dallas , texas in 1973 .	david j. spurlock was born on 18 november 1959 in memphis , tennessee . he moved to dallas , texas in 1973 .	1
she qualified for her second grand slam at the 2016 australian open , beating wang yafan in the first round before losing to carla suárez navarro in the second .	she qualified for her first grand slam at the australian open 2016 and struck wang yafan in the second round before losing carla suárez navarro in the second round .	0
the trolley service was proposed in 1892 from baltimore to ellicott city , approved on april 20 , 1895 and introduced in 1899 .	trolley service was proposed from ellicott city to baltimore in 1892 , approved on april 20 , 1895 , and implemented in 1899 .	0
the statistical leaders of the team included jim butler with 1,687 heated yards , mike ridley with 311 passing yards and todd starks with 486 receiving yards .	the team 's statistical leaders included todd starks with 1,687 passing yards , mike ridley with 311 rushing yards , and jim butler with 486 receiving yards .	0
there he participated in non-combatant evacuation operations in cambodia ( operation eagle pull ) and in south vietnam ( operation frequent wind ) .	there he participated in non-combatant evacuation operations in cambodia ( operation eagle pull ) and in southern vietnam ( operation frequent wind ) .	1
the following organs have been visited : argao in bohol ( still playable ) and loboc , baclayon , loay , maribojoc and antiquera in cebu .	the following organs were visited : argao in bohol ( still playable ) and loboc , baclayon , loay , maribojoc and antiquera in cebu .	1
"it was also reproduced by pp arnold on her album "" boots "" and nancy sinatra in 1970 , produced again by andrew loog oldham in 1966 ."	"it was also produced by nancy sinatra in 1966 on their album "" boots "" and pp arnold again by andrew loog oldham in 1970 ."	0
the straja river is a tributary of the frasin in romania .	the frasin river is a tributary of the straja river in romania .	0
following the resignation of jennings b. whitworth and the hiring of drew in december 1954 , crisp was retained as a line coach .	after the resignation of drew and the attitude of jennings b. whitworth in december 1954 , crisp was retained as a line coach .	0
during the short 5 year life of nervous fellas , many personnel changes took place , and chris colt left in late 1987 to be replaced by mark twang .	many personnel changes happened during the short fellas ' nervous 5 year life . chris colt left in late 1987 to be replaced by mark twang .	0
el elk township is located in the 3rd congressional district and is part of the 2nd state legislative district in new jersey .	el elk township is located in the 2nd congressional district and is part of the 3rd state legislative district of new jersey .	0
the lăpuş river is a tributary of the coruia river in romania .	the river lä puá is a tributary of the coruia river in romania .	1
they lived in los angeles , california after having lived in spokane , washington .	they lived in los angeles , california , after they lived in spokane , washington .	1
in the future , it is planned to extend this rail line to the city of barbalha , south of juazeiro do norte .	in the future it is planned to extend this railway line into the city of barbalha south of juazeiro do norte .	1
the plant is native to northern oregon and into southern california .	the plant is native to northern oregon and southern california .	1
nikolaus moser and cedrik-marcel stebe won against henri continen and christopher rungkat in the final 7 -- 6 , 3 -- 6 , 10 - 8 .	henri kontinen and christopher rungkat and cedrik-marcel stebe won in the final 7 -- 6 , 3 -- 6 , 10 -- 8 , against nikolaus moser .	0
china is allowed the fewest imports , while the experienced japanese teams are allowed the most .	the fewest imports are allowed in china , while the experienced japanese teams are allowed the most .	1
the new style was also promoted by changes in economic order and the social structure .	the new style was also encouraged by changes in the social order and economic structure .	0
it was upgraded with new buses in 2010 and reopened in early 2011 .	it was reopened in 2010 with new buses and upgraded in early 2011 .	0
